45
2017-09-20 12:00:00; 8744
2017-09-20 13:35:05; 8711
2017-09-20 14:51:37; 8205
2017-09-20 15:14:33; 8638
2017-09-20 16:31:44; 8443
2017-09-20 18:50:36; 8835
2017-09-20 20:12:23; 8780
2017-09-20 21:15:41; 8461
2017-09-20 23:43:49; 8891
2017-09-21 00:45:14; 8231
2017-09-21 03:25:19; 8989
2017-09-21 03:40:08; 8651
2017-09-21 03:52:13; 8874
2017-09-21 03:53:35; 8913
2017-09-21 04:36:48; 8471
2017-09-21 04:38:42; 8444
2017-09-21 05:00:00; 8438
2017-09-21 05:29:30; 8237
2017-09-21 05:57:32; 8974
2017-09-21 06:00:20; 8919
2017-09-21 06:31:14; 8491
2017-09-21 06:55:03; 8836
2017-09-21 07:20:24; 8791
2017-09-21 08:38:42; 8918
2017-09-21 09:53:26; 8878
2017-09-21 09:56:23; 8825
2017-09-21 09:58:09; 8795
2017-09-21 11:18:53; 8934
2017-09-21 11:23:09; 8936
2017-09-21 12:32:51; 8877
2017-09-21 12:37:54; 8728
2017-09-21 12:53:57; 8931
2017-09-21 13:54:00; 8939
2017-09-21 14:18:57; 8736
2017-09-21 14:28:31; 8481
2017-09-21 15:20:26; 8700
2017-09-21 15:35:54; 8431
2017-09-21 15:51:46; 8816
2017-09-21 17:50:22; 8990
2017-09-21 18:04:20; 8610
2017-09-21 19:53:15; 8893
2017-09-21 20:05:18; 8653
2017-09-21 20:25:09; 8782
2017-09-21 21:30:49; 8894
2017-09-21 22:45:55; 8815
