45
2017-09-20 12:00:00; 7549
2017-09-20 13:49:59; 7052
2017-09-20 15:14:23; 7026
2017-09-20 16:33:55; 7445
2017-09-20 18:26:16; 7301
2017-09-20 20:01:15; 7027
2017-09-20 21:06:20; 7484
2017-09-20 22:23:56; 7058
2017-09-21 00:06:22; 7028
2017-09-21 01:08:41; 7188
2017-09-21 03:07:49; 7717
2017-09-21 04:36:47; 7528
2017-09-21 06:13:55; 7648
2017-09-21 06:32:26; 7566
2017-09-21 07:13:15; 7882
2017-09-21 09:08:06; 7007
2017-09-21 10:31:47; 7213
2017-09-21 11:25:27; 7478
2017-09-21 13:22:51; 7201
2017-09-21 13:26:09; 7246
2017-09-21 14:56:31; 7489
