45
2017-09-20 12:00:00; 8523
2017-09-20 12:39:04; 8017
2017-09-20 13:06:36; 8545
2017-09-20 13:32:29; 8499
2017-09-20 15:36:47; 8713
2017-09-20 18:23:13; 8287
2017-09-20 19:39:58; 8949
2017-09-20 20:00:09; 8628
2017-09-20 20:07:06; 8373
2017-09-20 21:05:06; 8311
2017-09-20 22:03:40; 8953
2017-09-20 22:28:13; 8896
2017-09-20 23:45:34; 8223
2017-09-20 23:48:09; 8102
2017-09-20 23:52:14; 8304
2017-09-21 01:08:27; 8903
2017-09-21 02:27:33; 8377
2017-09-21 02:29:20; 8337
2017-09-21 02:30:13; 8296
2017-09-21 02:42:09; 8488
2017-09-21 04:09:55; 8845
2017-09-21 05:25:10; 8208
2017-09-21 05:25:19; 8207
2017-09-21 06:35:18; 8984
2017-09-21 08:41:34; 8557
2017-09-21 08:51:03; 8254
2017-09-21 11:20:10; 8108
2017-09-21 11:30:45; 8451
2017-09-21 12:44:02; 8165
